Token,Item Name,Description,Category,GTIN,SKU,Variation Name,Unit and Precision,Price,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Basic Bee,New Quantity Basic Bee,Stock Alert Enabled Basic Bee,Stock Alert Count Basic Bee,Tax - Michigan Sales Tax (6%)
O5P5GKUDHVE64YGOQWP3OTNC,Billy Shorts,,Shorts,,stripem,"medium, stripe",,42.00,Size,medium,Color,stripe,16.80,,,,,,,Y
XNKEFTXTV25YQVZFAJBZVTQG,Billy Shorts,,Shorts,,twtnem,"medium, two-tone",,42.00,Size,medium,Color,two-tone,16.80,,,,,,,Y
QSX6V5LCPRNGQPXVK5BYEK76,Billy Shorts,,Shorts,,billysl,"large, Sorbet",,42.00,Size,large,Color,Sorbet,14.44,,,,,,,Y
6Z3EHKFLM3OVCBWUMKBB5M7A,Billy Shorts,,Shorts,,billypl,"large, Peach",,42.00,Size,large,Color,Peach,16.80,,,,,,,Y
DU7MAHFASGBSI3HCF57YJTU5,Billy Shorts,,Shorts,,stripel,"large, stripe",,42.00,Size,large,Color,stripe,16.80,,,,,,,Y
7RMZABUPTMCKHHBUVCTH6I3L,Billy Shorts,,Shorts,,twtnel,"large, two-tone",,42.00,Size,large,Color,two-tone,16.80,,,,,,,Y
7H4R2WVSMDKUJE3YRCNLSAEO,Black distressed Skinny Jeans,"Black distressed skinny jeans, Mid Rise",Jeans,,SMJ24,24,,176.00,Jean Size,24,,,21.60,Black Orchid,,1,,,,Y
UXQDH7NPERLD2ZK3BLJWEREH,Black distressed Skinny Jeans,,Jeans,,SMJ25,25,,176.00,Jean Size,25,,,21.60,Black Orchid,,1,,,,Y
PJTLQAAHLPFDDGPTO64VCSWG,Black distressed Skinny Jeans,,Jeans,,SMJ2426,26,,176.00,Jean Size,26,,,21.60,Black Orchid,,0,,,,Y
G6ZTLB27PYG6TD3K46CH56I2,Black distressed Skinny Jeans,,Jeans,,SMJ27,27,,176.00,Jean Size,27,,,21.60,Black Orchid,,0,,,,Y
IZ3NTLZK5PWWRGJEZCJRTVGA,Black distressed Skinny Jeans,,Jeans,,SMJ28,28,,176.00,Jean Size,28,,,21.60,Black Orchid,,0,,,,Y
HNEPQ64IC54Q5O5UYW5RTFF7,Black distressed Skinny Jeans,,Jeans,,SMJ29,29,,176.00,Jean Size,29,,,21.60,Black Orchid,,0,,,,Y
EEX5O3EQLNC43AHSUZ2FRF6S,Black distressed Skinny Jeans,,Jeans,,SMJ30,30,,176.00,Jean Size,30,,,21.60,Black Orchid,,0,,,,Y
MSYTNG6VJNZLFM5ICXK4K7Q2,Black distressed Skinny Jeans,,Jeans,,SMJ31,31,,176.00,Jean Size,31,,,21.60,Black Orchid,,0,,,,Y
JU7SSTXMM7EDHTSFPWLVYSOB,Black distressed Skinny Jeans,,Jeans,,SMJ32,32,,176.00,Jean Size,32,,,21.60,Black Orchid,,1,,,,Y
WQ7VYOIAAG6QY7OZ5NJD7UMS,Black Snake Pants,,Pants,,SNBX,x-small,,98.00,Size,x-small,,,11.00,Just One Answer,,1,,,,Y
QRX7Y2S7W6LCIMDU5EBVRXIW,Black Snake Pants,,Pants,,SNBL,small,,98.00,Size,small,,,11.00,Just One Answer,SNBL,2,,,,Y
63MB4KF47RMEHAD2QFWPFGU6,Black Snake Pants,,Pants,,SNBLM,medium,,98.00,Size,medium,,,11.00,Just One Answer,,1,,,,Y
MR7KDQURIBCJQMOXLPDWUWHH,Black Snake Pants,,Pants,,,large,,98.00,Size,large,,,11.00,Just One Answer,,,,,,Y
E4NOOEFURVS2TEA56B2TUCGY,Black Snake Pants,,Pants,,,x-large,,98.00,Size,x-large,,,11.00,Just One Answer,,,,,,Y
GAJEVYGQ46TBMPKUW4IFNXHZ,Blair Sherpa,,Hoodies,,42Bxs,x-small,,75.00,Size,x-small,,,32.00,NaNa Judy,,1,,,,Y
K547KK6TSLIBOEDTWZJMX77L,Blair Sherpa,,Hoodies,,42Bs,small,,75.00,Size,small,,,32.00,NaNa Judy,,,,,,Y
55KNYZCIAFXF2QJJZXCNKOPM,Blair Sherpa,,Hoodies,,42Bm,medium,,75.00,Size,medium,,,32.00,NaNa Judy,,1,,,,Y
AGNRLFFLZPZS5XO2G6ROYYF5,Blair Sherpa,,Hoodies,,42Bl,large,,75.00,Size,large,,,32.00,NaNa Judy,,1,,,,Y
55YI7NEEOS2BUA2KKN7QUIWP,Blair Sherpa,,Hoodies,,42Bxl,x-large,,75.00,Size,x-large,,,32.00,NaNa Judy,,1,,,,Y
H56PMPIJF6GACASZ6ZD2NIWB,Bonnie Sparkle Top,"Always be your best self with the Bonnie crop. In a net tan with silver design, this hottie features a bodycon cropped fit with long sleeves. Flash the flesh and finish the look with a high waist trouser, and either a chunky shoe or slinky heel depending in the occasion.

MODEL WEARS:S - MODEL HEIGHT:5'7 - FABRIC CONTENT:100% POLYESTER",Tops,,BONXS,x-small,,52.00,Size,x-small,,,21.00,Motel Rocks,,1,,,,Y
LA3Q2X5KHCBVUJ73V7QNK53G,Bonnie Sparkle Top,,Tops,,BONS,small,,52.00,Size,small,,,21.00,Motel Rocks,,1,,,,Y
F5FLWNFYXIMRB4S3D5OTZZO6,Bonnie Sparkle Top,,Tops,,BONM,medium,,52.00,Size,medium,,,21.00,Motel Rocks,,1,,,,Y
YRV4GFANOHLG6OZYNJWEU74D,Bonnie Sparkle Top,,Tops,,BONL,large,,52.00,Size,large,,,21.00,Motel Rocks,,1,,,,Y
WWIPE7I2NICHQ3NDBC3MXOYM,Booty Rubs Greeting Card,"Handcrafted greeting card.
Size A2 (4.25 x 5.5) folded.
Packaged in cellophane with kraft envelope.
Blank inside.",Gifts,,CS445,default,,5.00,,,,,2.50,Carla Sue Greeting Cards,,5,,,,Y
7XSX34ZRRAAM44ODPFHI36RJ,Brea Top,"- Top with ripped structure. - Soft and stretchy material. - Frill details at the neckline, hem and cuffs. 
- Length: 63 cm in a size S. - The model is 177 cm tall and wears a size S. S",Tops,,BXS,"x-small, Black",,39.00,Size,x-small,Color,Black,12.00,Vero Moda,,1,,,,Y
ZDJ7FGQ2S2PHITVD7POT5UN5,Brea Top,,Tops,,OYXS,"x-small, Oyster",,39.00,Size,x-small,Color,Oyster,12.00,Vero Moda,,1,,,,Y
7SX5JFWKCRIEM56YVOA7XMP6,Brea Top,,Tops,,OXS,"x-small, Olive",,39.00,Size,x-small,Color,Olive,12.00,Vero Moda,,1,,,,Y
JZVFL7BMT5UEVCEZBMGOMOHN,Brea Top,,Tops,,2BS,"small, Black",,39.00,Size,small,Color,Black,12.00,Vero Moda,,1,,,,Y
QTDUW5HQCTNUNDKWP4LELPZF,Brea Top,,Tops,,OYS,"small, Oyster",,39.00,Size,small,Color,Oyster,12.00,Vero Moda,,1,,,,Y
QLYLXAKSW5KBZXM3P3FYH3V2,Brea Top,,Tops,,2OS,"small, Olive",,39.00,Size,small,Color,Olive,12.00,Vero Moda,,1,,,,Y
JFELKEWUXPIKXPCFUEYF7WHK,Brea Top,,Tops,,2BM,"medium, Black",,39.00,Size,medium,Color,Black,12.00,Vero Moda,,2,,,,Y
IDNRXGIPHFZDQ6SDPMJKUIO5,Brea Top,,Tops,,4232OYM,"medium, Oyster",,39.00,Size,medium,Color,Oyster,12.00,Vero Moda,,2,,,,Y
DFVXGDGIUXKHVHIQ5VZVZF4V,Brea Top,,Tops,,34232OM,"medium, Olive",,39.00,Size,medium,Color,Olive,12.00,Vero Moda,,2,,,,Y
HV2GCGIMMCGYLGO2XFJSEHHM,Brea Top,,Tops,,10234232,"large, Black",,39.00,Size,large,Color,Black,12.00,Vero Moda,,1,,,,Y
SSCBKESMZCCCXVBXZC5TXIYV,Brea Top,,Tops,,4232OYL,"large, Oyster",,39.00,Size,large,Color,Oyster,12.00,Vero Moda,,1,,,,Y
MOPYRQD5PHZBAY3XM7AMAYIF,Brea Top,,Tops,,234232OL,"large, Olive",,39.00,Size,large,Color,Olive,12.00,Vero Moda,,1,,,,Y
UD6RWUSOTVMS5CODIJEQTNNB,Brea Top,,Tops,,4232BXL,"x-large, Black",,39.00,Size,x-large,Color,Black,12.00,Vero Moda,,1,,,,Y
B42GLXHTNTTZNSJOZFW7TSEN,Brea Top,,Tops,,4232OYXL,"x-large, Oyster",,39.00,Size,x-large,Color,Oyster,12.00,Vero Moda,,1,,,,Y
4GJ2JCHR6ZJUQCXHEYRUDOVA,Brea Top,,Tops,,34232OXL,"x-large, Olive",,39.00,Size,x-large,Color,Olive,12.00,Vero Moda,,0,,,,Y
DIIADBWCSQ3RLDK5RIEC6FBQ,Brown Zebra Crop,"Look for Brown Zebra skirt to match
(95% POLYESTER, 5% SPANDEX)",Tops,,587TS,small,,30.00,Size,small,,,14.00,Emory Park,,3,,,,Y
7BQU2BVKU6HJ7223E2HGSWZT,Brown Zebra Crop,,Tops,,587TM,medium,,30.00,Size,medium,,,14.00,Emory Park,,2,,,,Y
RLJERVJWFPEGBWE2TGMJRNQD,Brown Zebra Crop,,Tops,,587TL,large,,30.00,Size,large,,,14.00,Emory Park,,0,,,,Y
W37PHO3Q3F2QWXG4TEVRMTU4,Brown Zebra Skirt,"Zebra Print Front Slit Midi Knit Skirt <br />Look for Brown Zebra crop to match<br />(95% POLYESTER, 5% SPANDEX)",Skirts,,588SS,small,,30.00,Size,small,,,14.00,Emory Park,,3,,,,Y
X4RG5XCRKIHJCVNWRYE2C57A,Brown Zebra Skirt,,Skirts,,588SM,medium,,30.00,Size,medium,,,14.00,Emory Park,,2,,,,Y
FKHLBFSQ5YCMH7YWUGOQYBAM,Brown Zebra Skirt,,Skirts,,588SL,large,,30.00,Size,large,,,14.00,Emory Park,,1,,,,Y
LEQBHO2JDZTOQFPFECXU4W7C,Bucket Hat,,Accessories,,BucketB,Black,,15.00,Color,Black,,,6.00,Kova,,1,,,,Y
DLN3DWZVR6N7FWXUTU7SJL4B,Bucket Hat,,Accessories,,BucketD,Denim,,15.00,Color,Denim,,,0.00,Kova,,2,,,,Y
TLYMMRO32Y2NORBIGQZSEXZY,C'est La Vie,C'est La Vie Paris Sweatshirt<br /><br />Premium Cotton<br />Unisex Size<br />Classic Fit,Tops,,C'estS,small,,35.00,Size,small,,,15.00,Blume & Co.,,0,,,,Y
OFX7TLG6PO5LJCSZ72C4TC7K,C'est La Vie,,Tops,,C'estM,medium,,35.00,Size,medium,,,15.00,Blume & Co.,,2,,,,Y
M4VJ5L3WZUCX26PRKWOX3ODA,C'est La Vie,,Tops,,C'estL,large,,35.00,Size,large,,,15.00,Blume & Co.,,2,,,,Y
X6IB6ONFPB6G2UYCLN42XPIQ,Camo Sherpa Hoodie Dress,"Camo teddy oversize hoodie dress, pullover style with kangaroo pocket.",Hoodies,,CAMOS,small,,62.00,Size,small,,,24.57,No Vacancy,,0,,,,Y
4K5O3LHDMNTFNQ6I2JRKCW4Z,Camo Sherpa Hoodie Dress,,Hoodies,,CAMOM,medium,,62.00,Size,medium,,,24.57,No Vacancy,,1,,,,Y
IMJTKGPXILNURRBEVGMLJ4EY,Camo Sherpa Hoodie Dress,,Hoodies,,CAMOL,large,,62.00,Size,large,,,24.57,No Vacancy,,2,,,,Y
7LADUME47MNEIUX57S73QKL6,Cancer Zodiac Perfumette Card Set,"Show your bestie some love this Galentines with a super cute valentine. Includes an intention mantra to help spread magical vibes and a mini perfume to charm the air. 

Cancer zodiac perfume lovingly envelopes with its summery, romantic notes. This water sign snuggles into an aquatic freshness for a modern rose interpretation. Bring on the cuddles with its cozy vibe.

 Top: Sweet Plum
Middle: Violet, Iris, Water Lily
Bottom: Rose, Sandalwood
 
Birthdays: 6/21 to 7/22
Intention: Love",Gifts,,ZSET0104,default,,12.00,,,,,6.00,Zodiac Perfumery,,2,,,,Y
XKLTZZHLWLZWCZORNS6F345R,Cancer Zodiac Sign Card,"Cancer - Imaginative Spontaneous And Sensitive AF.
A perfect card for sending a birthday wish to the Cancer people in your life.

Cancer celebrates birthdays June 22nd - July 23rd.

• Measures 4 x 5.5 inches
• Printed on acid and lignin free white card stock (A2) folded
• Brown Kraft envelope
• Blank inside ready for you to write a personal message.
• Packaged in a plastic protective sleeve
• Created by V. Starling for Honest AF Cards.",Gifts,,CANCC,4 x 5.5 inches,,5.00,,,,,2.50,Honest AF,,5,,,,Y
MDLHPZS2JO6MM5YKA7J22K7L,Cap with Rings,,Accessories,,capw,White,,24.00,Color,White,,,8.91,,,,,,,Y
SXPGFH7T4VJX2OK67BOLCKIR,Cap with Rings,,Accessories,,capb,Black,,24.00,Color,Black,,,8.91,,,,,,,Y
6YGE7LRZXTSBGE67WNIXPNC2,Capricorn Zodiac Perfumette Card Set,"Gift mindfully with this cute Capricorn Zodiac Perfumette. Includes an intention mantra to help spread magical vibes and charm the air.

Capricorn zodiac perfume empowers with a grounding herbal bouquet. The cool citrus mirrors the iciness of this sign's winter season. Set a path to success with this earth sign's unwavering vibe.

Top: Japanese Yuzu, White Tea
Middle: Green Sage, Lavender
Bottom: Clean Musk
 
Birthdays: 12/22 to 1/19
Intention: Hustle",Gifts,,ZTES0110,default,,12.00,,,,,6.00,Zodiac Perfumery,,2,,,,Y
IATIP3FB3YZMZO4YOFX5T77A,Caramel Sunglasses,,Accessories,,,Regular,,24.00,,,,,2.81,,,,,,,Y
6MQRXHPHG4FAWSI2A22FZKWO,Carrie Cable Knit Leggings,Soft Cable Knit Leggings.  Wear with matching crop top Carrie Cable Knit Top <br /><br />50% VISCOSE 30% NYLON 20% POLYESTER<br />MODEL IS 5’8″ AND IS WEARING A SMALL,Leggings,,8274BS,small,,25.00,Size,small,,,11.72,Privy,,2,,,,Y
N353QISX6F3KTBJWKOAZAD67,Carrie Cable Knit Leggings,,Leggings,,8274BM,medium,,25.00,Size,medium,,,11.72,Privy,,1,,,,Y
RWBICPF4JQ3YYBNKUISWB7UV,Carrie Cable Knit Leggings,,Leggings,,8274BL,large,,25.00,Size,large,,,11.72,Privy,,2,,,,Y
WYH6YFEZQSGAVQ645GNVVYBR,Carrie Cable Knit Top,Soft Cable Knit Leggings.  Wear with matching crop top Carrie Cable Knit Leggings <br /><br />50% VISCOSE 30% NYLON 20% POLYESTER<br />MODEL IS 5’8″ AND IS WEARING A SMALL,Tops,,8274TS,small,,20.00,Size,small,,,10.00,Privy,,0,,,,Y
BU3FSEQXNO356AUDBCD54CVR,Carrie Cable Knit Top,,Tops,,8274TM,medium,,20.00,Size,medium,,,10.00,Privy,,1,,,,Y
DQAEZNWMXUHWEZO7MX33KTZP,Carrie Cable Knit Top,,Tops,,8274TL,large,,20.00,Size,large,,,10.00,Privy,,2,,,,Y
3ZLE5DKJ4CN7FJ3WQRO7DQXG,Cash Inside Card,"Congratulations! Cash Inside.
Blah, blah, blah.
It's true! Most young graduates really just want the money and could care less what the card says. 
This card will at least make 'em laugh!

This card is blank inside and ready for you to write a personal message.

OR

Choose Card + Message Inside and we'll print a personal message inside for you!",Gifts,,CASHC,default,,5.00,,,,,2.50,Honest AF,,6,,,,Y
BLMFAH64EQSWXKODHSIHFQIV,Cat Eye Sunglasses,,Accessories,,,Regular,,24.00,,,,,2.83,,,,,,,Y
PJ4LTKDG7I7ZUAPVKA7WDNLZ,Catwoman Jumpsuit,"Size: One Size
Description: Form-fitted seamless jumpsuit with spaghetti straps
Fabric: 92% Nylon / 8% Spandex
Made in USA",Jumpsuits,,7595B,Black,,25.00,Color,Black,,,11.50,Niki Biki,,3,,,,Y
DWCTTWAQFMJ5EJWWOPCG6VL7,Catwoman Jumpsuit,,Jumpsuits,,7595T,Tan,,25.00,Color,Tan,,,11.50,Niki Biki,,4,,,,Y
N3ZZEF3ZVU323THHFMXQZF3O,Celluloid Acetate Hoops,,Accessories,,475742B,Black,,10.00,Color,Black,,,2.75,Wona Trading,,1,,,,Y
PEWEMO5NAMYUVN5ZVXWUZEXM,Celluloid Acetate Hoops,,Accessories,,475742G,Grey,,10.00,Color,Grey,,,2.75,Wona Trading,,1,,,,Y
S7Q3Z3LVKL3ZHQ54DCU62HME,Chain and Rivet Shoulder Bag,,Accessories,,RIVW,White,,50.00,,,,,24.00,AliExpress,,1,,,,Y
KDT5BO7YJOTHFAD2GRHNE4SV,Chain and Rivet Shoulder Bag,,Accessories,,RIVB,Black,,50.00,,,,,24.00,AliExpress,,0,,,,Y
FPYENDVG3TIAE3RITB6C7PSS,Chain Bib Necklace,,Accessories,,485833,Regular,,15.00,,,,,7.25,Wona Trading,,1,,,,Y
BBISNGAUUCOS7I6IJG7BJDSU,Chain Hoops,,Accessories,,468103,Regular,,15.00,,,,,7.75,AliExpress,,4,,,,Y
7FHDT7UGZFDIYLCI2PMLNEV7,Chain Link Collar,,Accessories,,482033,Thick,,10.00,Chain,Thick,,,3.25,Wona Trading,,1,,,,Y
5CP5WTGZCPKFKVENEW6RR5E5,Chain Link Collar,,Accessories,,476501,Thin,,10.00,Chain,Thin,,,4.25,Wona Trading,,1,,,,Y
GRJEKLODM2T2KXEIANWR5WVL,Chain Link Earrings,,Accessories,,477882,Regular,,12.00,,,,,2.50,Wona Trading,,1,,,,Y
E5LAIH7MDURXWWW3IE4HI75W,Chain Link Purse,,Accessories,,C138BLK,Regular,,35.00,,,,,15.50,Wona Trading,,1,,,,Y
QR3UHZ7WJRFIQFMJIZHOHOTE,Charm earrings,,Accessories,,BALLG,"Gold, Ball",,15.00,Metal,Gold,Pendant,Ball,4.50,Wona Trading,,0,,,,Y
XBXLSTCFU5XSNRYECFEQQ6GY,Charm earrings,,Accessories,,HOOPG,"Gold, Hoop",,15.00,Metal,Gold,Pendant,Hoop,4.50,Wona Trading,,0,,,,Y
T2HDPSZNNLRGW7SHQ4NAEAX5,Charm earrings,,Accessories,,BALLS,"Silver, Ball",,15.00,Metal,Silver,Pendant,Ball,4.50,Wona Trading,,1,,,,Y
LQAI6J2QNX3U4V447KVOSEJC,Charm earrings,,Accessories,,HOOPS,"Silver, Hoop",,15.00,Metal,Silver,Pendant,Hoop,4.50,Wona Trading,,0,,,,Y
5CROIDQI7EABCET6Z3YZOLPV,Checked Skirt,,Skirts,,checkxs,x-small,,30.00,Size,x-small,,,15.00,Daisy Street,,1,,,,Y
TWDB2OQ3ZLWHML4TDWQFZUIH,Checked Skirt,,Skirts,,checks,small,,30.00,Size,small,,,15.00,Daisy Street,,1,,,,Y
IY6PDZH35CSO3PIUQ2MRSLXF,Checked Skirt,,Skirts,,checkm,medium,,30.00,Size,medium,,,15.00,Daisy Street,,2,,,,Y
6US4C6C5MZK26FTOJZWXLBZ3,Checked Skirt,,Skirts,,checkl,large,,30.00,Size,large,,,15.00,Daisy Street,,1,,,,Y
OO6LF2Q62TYAC25CTTBJ6WGL,"Chill, B*tch Candle","9 oz soy wax candle hand poured in the USA

Scent: ""BALI"" Citrus, mango, sea salt.",Gifts,,CAN-11,default,,18.00,,,,,8.50,Fun Club,,4,,,,Y
UAUYSRCN2I4BJ3HFWTA77ED2,Coin layered Necklace,,Accessories,,467468,Regular,,13.00,,,,,5.25,Wona Trading,,1,,,,Y
5ZHV6SMZZVGJ6A3L2FJDQINA,Color Mix Sweater,Printed pullover with a high neck. Regular fit.  Soft and stretchy material. Voluminous shoulders. Length: 58 cm in a size S. The model is 177 cm tall and wears a size S. Printed pullover with a high neck and voluminous shoulders. The pullover is made from a soft and stretchy material. Wear it with trousers for a trendy look.,Sweaters,,x34610,x-small,,55.00,Size,x-small,,,20.50,Vero Moda,10234610,0,,,,Y
MO44A6445VH52OGCBQMAEEBA,Color Mix Sweater,,Sweaters,,s34610,small,,55.00,Size,small,,,20.50,Vero Moda,,1,,,,Y
5MESDTJFUZTJBH7ML76UHENI,Color Mix Sweater,,Sweaters,,m34610,medium,,55.00,Size,medium,,,20.50,Vero Moda,,1,,,,Y
2KKJTHGJF36WH7P6PTHJBG6D,Color Mix Sweater,,Sweaters,,l34610,large,,55.00,Size,large,,,20.50,Vero Moda,,1,,,,Y
QEAH7RCPFZLRKLUP7VWSUTCL,Color Mix Sweater,,Sweaters,,xl34610,x-large,,55.00,Size,x-large,,,20.50,Vero Moda,,1,,,,Y
AUHSPYRYGBOVZNQOXL37I42K,Congrats You're Getting Married Card,"Congrats! You're getting married! 
I'm going to miss you. 
Card only - this card is blank inside and ready for you to write a personal message.
Details:
-measures 4 x 5.5 inches.
-printed on acid and lignin free white card stock (A2) folded.
-brown kraft envelope.
-blank inside.
-packaged in a plastic protective sleeve.
-created by V. Starling for honest Af cards.",Gifts,,MARC,default,,5.00,,,,,2.50,Honest AF,,6,,,,Y
AR2BAQM2IAI4L5W6RAMP673T,Corla Mini Skirt,"Work some subtle florals into your outfit with our Corla skirt. Featuring a high waisted mini fit with side split and lace trim in a black flock rose print. 

MODEL WEARS:S - MODEL HEIGHT:5'8 - FABRIC CONTENT: 95% POLYESTER 5% ELASTANE",Skirts,,065X,x-small,,52.00,Size,x-small,,,21.90,Motel Rocks,,1,,,,Y
PSJGUUHFCI6LQFB5FWB4RXEW,Corla Mini Skirt,,Skirts,,065S,small,,52.00,Size,small,,,21.90,Motel Rocks,,1,,,,Y
5QFYWJ2STJTNK52UOTJIPTYV,Corla Mini Skirt,,Skirts,,065M,medium,,52.00,Size,medium,,,21.90,Motel Rocks,,2,,,,Y
V66UVNGFIJQSRH24JSSS5EKJ,Corla Mini Skirt,,Skirts,,065L,large,,52.00,Size,large,,,21.90,Motel Rocks,,2,,,,Y
3N5BWR44TDH3PF3X7C5VM7ZX,Corla Mini Skirt,,Skirts,,065XL,x-large,,52.00,Size,x-large,,,21.90,Motel Rocks,,1,,,,Y
VKRLDVDE6STMCICHONPFLX3B,Coti Bodycon Dress,"Our fave dress is back in black! The Coti features a bodycon mini fit with a side split, thin straps, lacy v-neckline, and lace trim, and now comes in a versatile satiny black rose design. We've styled ours with some simple black flip flops for chic summer night style.

MODEL WEARS:S - MODEL HEIGHT:5'7 - FABRIC CONTENT: 95% POLYESTER 5% ELASTANE",Dresses,,8063X,"x-small, Black",,65.00,Size,x-small,Color,Black,27.00,Motel Rocks,,1,,,,Y
SMG6GCFNXZFUVW2HZGNHGZHY,Coti Bodycon Dress,,Dresses,,8392XS,"x-small, Teal",,65.00,Size,x-small,Color,Teal,27.00,Motel Rocks,,1,,,,Y
O2WOQKP6SWDUR47JPVOAXO6Q,Coti Bodycon Dress,,Dresses,,8063S,"small, Black",,65.00,Size,small,Color,Black,27.00,Motel Rocks,,2,,,,Y
FCMNC6L5VW7RH4SDI5KLECSB,Coti Bodycon Dress,,Dresses,,8392S,"small, Teal",,65.00,Size,small,Color,Teal,27.00,Motel Rocks,,0,,,,Y
DXCBP6MDHTDCCA44NZUK6BVO,Coti Bodycon Dress,,Dresses,,8063M,"medium, Black",,65.00,Size,medium,Color,Black,27.00,Motel Rocks,,2,,,,Y
FZOI6ZMCAVNZ3QV62HDPM2FY,Coti Bodycon Dress,,Dresses,,8392M,"medium, Teal",,65.00,Size,medium,Color,Teal,27.00,Motel Rocks,,0,,,,Y
KIWZBO65A3VPSYAGTK5GAZ4O,Coti Bodycon Dress,,Dresses,,8063L,"large, Black",,65.00,Size,large,Color,Black,27.00,Motel Rocks,,2,,,,Y
2BS4REJPYZOBM2HUB62MKDEC,Coti Bodycon Dress,,Dresses,,8392L,"large, Teal",,65.00,Size,large,Color,Teal,27.00,Motel Rocks,,1,,,,Y
XRQX2YGCUQFM42ZLC3LFJC4H,Coti Bodycon Dress,,Dresses,,8063XL,"x-large, Black",,65.00,Size,x-large,Color,Black,27.00,Motel Rocks,,1,,,,Y
UUS6XUJM6JNEO56RPV7BEQTL,Coti Bodycon Dress,,Dresses,,8392XL,"x-large, Teal",,65.00,Size,x-large,Color,Teal,27.00,Motel Rocks,,1,,,,Y
CZPZLEFD3CSMDHK7XMI4AQCS,Coti Bodycon Dress,,Dresses,,8392XXS,"xx-small, Teal",,65.00,Size,xx-small,Color,Teal,27.00,Motel Rocks,,1,,,,Y
DP7NLMHR4PUXRUAB6UT5DZS5,Cotton Candy Sunglasses,,Accessories,,,Regular,,24.00,,,,,3.37,,,,,,,Y
OZNJBDCSWDCYFTU4VDBACH7H,Cotton Leggings,"Super soft. Super essential. This legging looks awesome paired with a basic tee and sneakers. <br /><br /><br />Machine wash cold<br />High waist leggings<br />Elasticized waistband<br />Fitted, stretch-knit<br />Inseam: 28""<br />Imported",Pants,,ABSB,"Black, small",,23.00,Color,Black,Size,small,5.50,Zenana,,1,,,,Y
P3JXA22MX4VVFVBMWYWIJLLB,Cotton Leggings,,Pants,,ABMB,"Black, medium",,23.00,Color,Black,Size,medium,5.50,Zenana,,1,,,,Y
PJYTVCEFAL7WMVHZITJRQ3M3,Cotton Leggings,,Pants,,ABLB,"Black, large",,23.00,Color,Black,Size,large,5.50,Zenana,,6,,,,Y
PZPS64TRRBOPCFXMWXVVFESM,Cotton Leggings,,Pants,,ABXB,"Black, x-large",,23.00,Color,Black,Size,x-large,5.50,Zenana,,6,,,,Y
LHXFIPMDLIFECEIDU7TRJZLQ,Cotton Leggings,,Pants,,ABSG,"Grey, small",,23.00,Color,Grey,Size,small,5.50,Zenana,,2,,,,Y
ULA2YRJW6OWCSGN2L4YAQIAI,Cotton Leggings,,Pants,,ABMG,"Grey, medium",,23.00,Color,Grey,Size,medium,5.50,Zenana,,3,,,,Y
7DUJACMQZ7I2QWOT7NDVERLF,Cotton Leggings,,Pants,,ABLG,"Grey, large",,23.00,Color,Grey,Size,large,5.50,Zenana,,6,,,,Y
DMNSTGKXX4KIIYXGMYKNFGFC,Cotton Leggings,,Pants,,ABXG,"Grey, x-large",,23.00,Color,Grey,Size,x-large,5.50,Zenana,,6,,,,Y
GIVX5UUHKYT274IQ6K4B3JQA,Cotton Leggings,,Pants,,XBAG1X,"Grey, 1x",,23.00,Color,Grey,Size,1x,5.50,Zenana,,3,,,,Y
LZFJ4DJRJ2NHE7BLYDOK3GFM,Cotton Leggings,,Pants,,XBAG2X,"Grey, 2x",,23.00,Color,Grey,Size,2x,5.50,Zenana,,2,,,,Y
INTBVJTQ77M7RHKWGZAAEJSD,Cotton Leggings,,Pants,,XBAG3X,"Grey, 3x",,23.00,Color,Grey,Size,3x,5.50,Zenana,,1,,,,Y
6MO76W7WGCWAME4NAUAMDXXI,Cotton Moto Leggings,"Super soft with a bit of edge.  These classic high waist leggings feature Moto detailing at the knee.<br /><br />Machine wash cold<br />High waist leggings<br />Elasticized waistband<br />Fitted, stretch-knit<br />Inseam: 28""<br />Imported<br /><br />95% COTTON 5% SPANDEX",Pants,,1818SB,"Black, small",,25.00,Color,Black,Size,small,7.00,Zenana,,0,,,,Y
MOJGL3EJ7S427MCUJMO5YTQ4,Cotton Moto Leggings,,Pants,,1818MB,"Black, medium",,25.00,Color,Black,Size,medium,7.00,Zenana,1818ABMB,2,,,,Y
KFBYDNX4Q4OPGUUQCKPQX2QS,Cotton Moto Leggings,,Pants,,1818LB,"Black, large",,25.00,Color,Black,Size,large,7.00,Zenana,,6,,,,Y
H5V7N54A3EUVX76H3S6SNZT5,Cotton Moto Leggings,,Pants,,1818XB,"Black, x-large",,25.00,Color,Black,Size,x-large,7.00,Zenana,,6,,,,Y
YXBLUVX5GFWGICU2NFQ3HCXR,Cotton Moto Leggings,,Pants,,1818SG,"Grey, small",,25.00,Color,Grey,Size,small,7.00,Zenana,,2,,,,Y
INRAUDPD2VKFAL4AIQHHM4PX,Cotton Moto Leggings,,Pants,,1818MG,"Grey, medium",,25.00,Color,Grey,Size,medium,7.00,Zenana,,1,,,,Y
E5A3IVQISE6HTH2BLIU4TB5E,Cotton Moto Leggings,,Pants,,1818LG,"Grey, large",,25.00,Color,Grey,Size,large,7.00,Zenana,,6,,,,Y
